Date,SPY,TLT,GLD,XLK
2004-11-18 14:30:00,118.73999786376953,88.97000122070312,44.380001068115234,10.670000076293945
2004-11-19 14:30:00,117.41999816894531,88.26000213623047,44.779998779296875,10.505000114440918
2004-11-22 14:30:00,117.9800033569336,88.72000122070312,44.95000076293945,10.520000457763672
2004-11-23 14:30:00,118.16000366210938,88.83000183105469,44.75,10.475000381469727
2004-11-24 14:30:00,118.44000244140625,88.83000183105469,45.04999923706055,10.5600004196167
2004-11-26 14:30:00,118.3499984741211,88.25,45.290000915527344,10.545000076293945
2004-11-29 14:30:00,117.80999755859375,87.30999755859375,45.400001525878906,10.550000190734863
2004-11-30 14:30:00,117.88999938964844,86.94000244140625,45.119998931884766,10.489999771118164
2004-12-01 14:30:00,119.2300033569336,86.44999694824219,45.380001068115234,10.704999923706055
2004-12-02 14:30:00,119.33000183105469,86.0999984741211,44.95000076293945,10.734999656677246
2004-12-03 14:30:00,119.25,87.44000244140625,45.599998474121094,10.8100004196167
2004-12-06 14:30:00,119.20999908447266,87.73999786376953,45.16999816894531,10.854999542236328
2004-12-07 14:30:00,118.0999984741211,87.8499984741211,45.11000061035156,10.710000038146973
2004-12-08 14:30:00,118.79000091552734,89.22000122070312,44.0099983215332,10.699999809265137
2004-12-09 14:30:00,119.20999908447266,88.62999725341797,43.779998779296875,10.694999694824219
2004-12-10 14:30:00,119.33000183105469,88.8499984741211,43.439998626708984,10.640000343322754
2004-12-13 14:30:00,120.37000274658203,89.04000091552734,43.90999984741211,10.765000343322754
2004-12-14 14:30:00,120.79000091552734,89.38999938964844,43.54999923706055,10.78499984741211
2004-12-15 14:30:00,120.87999725341797,90.19999694824219,43.9900016784668,10.78499984741211
2004-12-16 14:30:00,120.80999755859375,88.87000274658203,43.68000030517578,10.739999771118164
2004-12-17 14:30:00,119.44000244140625,88.75,44.189998626708984,10.479999542236328
2004-12-20 14:30:00,119.47000122070312,88.91000366210938,44.34000015258789,10.420000076293945
2004-12-21 14:30:00,120.38999938964844,89.18000030517578,44.220001220703125,10.53499984741211
2004-12-22 14:30:00,120.68000030517578,88.87999725341797,44.02000045776367,10.555000305175781
2004-12-23 14:30:00,120.7699966430664,88.58999633789062,44.27000045776367,10.579999923706055
2004-12-27 14:30:00,120.5199966430664,87.9000015258789,44.47999954223633,10.515000343322754
2004-12-28 14:30:00,121.18000030517578,87.83000183105469,44.369998931884766,10.569999694824219
2004-12-29 14:30:00,121.36000061035156,87.73999786376953,43.65999984741211,10.569999694824219
2004-12-30 14:30:00,121.12999725341797,88.33000183105469,43.83000183105469,10.574999809265137
2004-12-31 14:30:00,120.87000274658203,88.55000305175781,43.79999923706055,10.555000305175781
2005-01-03 14:30:00,120.30000305175781,88.73999786376953,43.02000045776367,10.46500015258789
